ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,absLFC,ENSG_base
ENSG00000265688.2,278.8286756,1.535352563,0.219171769,4.93e-13,8.08e-12,MAFG-DT,1.535352563,ENSG00000265688
ENSG00000175985.10,228.9826846,2.785413034,0.40449458,5.03e-13,8.22e-12,PLEKHD1,2.785413034,ENSG00000175985
ENSG00000137309.20,5751.370316,1.547188555,0.220854454,5.06e-13,8.26e-12,HMGA1,1.547188555,ENSG00000137309
ENSG00000069011.16,1035.938829,3.071029001,0.447296033,5.15e-13,8.41e-12,PITX1,3.071029001,ENSG00000069011
ENSG00000161981.11,1760.780606,1.356317835,0.192756718,5.25e-13,8.57e-12,SNRNP25,1.356317835,ENSG00000161981
ENSG00000225614.4,1326.422456,1.68336144,0.240917515,5.28e-13,8.61e-12,ZNF469,1.68336144,ENSG00000225614
ENSG00000184524.6,9.54220001,2.074186586,0.299121751,5.4e-13,8.81e-12,CEND1,2.074186586,ENSG00000184524
ENSG00000132749.11,1287.18359,1.82976726,0.262666282,5.43e-13,8.84e-12,TESMIN,1.82976726,ENSG00000132749
ENSG00000161328.11,402.6456344,1.835308604,0.264045118,5.45e-13,8.88e-12,LRRC56,1.835308604,ENSG00000161328
ENSG00000119383.20,10003.57884,1.12750694,0.15815981,5.51e-13,8.96e-12,PTPA,1.12750694,ENSG00000119383
ENSG00000117472.10,3403.226923,2.510688569,0.363995899,5.54e-13,9e-12,TSPAN1,2.510688569,ENSG00000117472
ENSG00000222022.1,7.045674294,3.997309826,0.575500058,5.61e-13,9.11e-12,AC112721.1,3.997309826,ENSG00000222022
ENSG00000138696.11,7113.531704,3.899493943,0.571106779,5.75e-13,9.32e-12,BMPR1B,3.899493943,ENSG00000138696
ENSG00000084628.10,1776.322298,3.438267166,0.502922816,5.8e-13,9.4e-12,NKAIN1,3.438267166,ENSG00000084628
ENSG00000134291.12,4279.875768,1.019163404,0.14259248,5.86e-13,9.49e-12,TMEM106C,1.019163404,ENSG00000134291
ENSG00000179750.16,184.4104281,1.989589887,0.287054432,5.89e-13,9.53e-12,APOBEC3B,1.989589887,ENSG00000179750
ENSG00000105327.18,501.9011402,1.537241752,0.219905573,5.9e-13,9.54e-12,BBC3,1.537241752,ENSG00000105327
ENSG00000233930.4,78.35752302,2.097080494,0.303411774,6.13e-13,9.9e-12,KRTAP5-AS1,2.097080494,ENSG00000233930
ENSG00000262979.1,17.6653228,2.493613085,0.361698001,6.21e-13,1e-11,AC124319.1,2.493613085,ENSG00000262979
ENSG00000014138.9,221.4173893,1.12361379,0.159466691,6.3e-13,1.02e-11,POLA2,1.12361379,ENSG00000014138
ENSG00000159409.15,21.70790715,2.986055514,0.436718704,6.6e-13,1.06e-11,CELF3,2.986055514,ENSG00000159409
ENSG00000188610.12,32.00581894,1.664200705,0.239570759,6.6e-13,1.06e-11,FAM72B,1.664200705,ENSG00000188610
ENSG00000135346.9,153.9515221,8.572617071,1.009489537,6.7e-13,1.08e-11,CGA,8.572617071,ENSG00000135346
ENSG00000166509.12,7192.83383,7.222754694,0.888031229,7.06e-13,1.13e-11,CLEC3A,7.222754694,ENSG00000166509
ENSG00000214207.2,8.928790541,2.333472106,0.33797536,7.14e-13,1.14e-11,KRT18P10,2.333472106,ENSG00000214207
ENSG00000144583.5,15.88946434,3.461115198,0.505536621,7.2e-13,1.15e-11,MARCHF4,3.461115198,ENSG00000144583
ENSG00000114656.12,213.7722604,1.580231508,0.227565541,7.31e-13,1.17e-11,CFAP92,1.580231508,ENSG00000114656
ENSG00000111057.11,30785.30163,2.118101716,0.306568837,7.38e-13,1.18e-11,KRT18,2.118101716,ENSG00000111057
ENSG00000163467.12,26.13203545,1.433890683,0.205960246,7.81e-13,1.24e-11,TSACC,1.433890683,ENSG00000163467
ENSG00000103415.12,2713.408797,1.010736113,0.142657355,7.87e-13,1.25e-11,HMOX2,1.010736113,ENSG00000103415
ENSG00000127554.13,318.1147084,1.467541658,0.211339791,8.04e-13,1.28e-11,GFER,1.467541658,ENSG00000127554
ENSG00000143977.14,1835.752967,1.004965581,0.142301671,8.32e-13,1.32e-11,SNRPG,1.004965581,ENSG00000143977
ENSG00000198681.7,31.54693391,7.359530693,1.106104399,8.65e-13,1.37e-11,MAGEA1,7.359530693,ENSG00000198681
ENSG00000153044.10,447.4986169,1.082847507,0.154775631,8.63e-13,1.37e-11,CENPH,1.082847507,ENSG00000153044
ENSG00000139714.12,120.3515536,1.301401249,0.186664448,8.77e-13,1.39e-11,MORN3,1.301401249,ENSG00000139714
ENSG00000254973.2,52.64175341,1.907559068,0.277132589,8.9e-13,1.41e-11,AC105219.3,1.907559068,ENSG00000254973
ENSG00000047230.15,2468.854112,1.002113663,0.141544267,8.94e-13,1.41e-11,CTPS2,1.002113663,ENSG00000047230
ENSG00000106077.18,2300.405712,1.358172224,0.194841388,9.17e-13,1.45e-11,ABHD11,1.358172224,ENSG00000106077
ENSG00000105472.13,687.6257753,1.546928953,0.223531879,9.28e-13,1.46e-11,CLEC11A,1.546928953,ENSG00000105472
ENSG00000090971.5,699.9352724,1.510278143,0.218314519,9.54e-13,1.5e-11,NAT14,1.510278143,ENSG00000090971
ENSG00000077327.16,36.55306541,1.770557292,0.368308712,9.69e-13,1.52e-11,SPAG6,1.770557292,ENSG00000077327
ENSG00000180176.15,38.57767693,4.164747589,0.617344767,9.99e-13,1.57e-11,TH,4.164747589,ENSG00000180176
ENSG00000164938.14,5068.368261,1.270746154,0.182628235,1e-12,1.57e-11,TP53INP1,1.270746154,ENSG00000164938
ENSG00000179627.10,1543.298697,1.171040238,0.168082463,1.04e-12,1.62e-11,ZBTB42,1.171040238,ENSG00000179627
ENSG00000139629.16,10793.61837,2.207898794,0.324552927,1.07e-12,1.68e-11,GALNT6,2.207898794,ENSG00000139629
ENSG00000196507.11,2776.372625,1.687658915,0.244964192,1.08e-12,1.69e-11,TCEAL3,1.687658915,ENSG00000196507
ENSG00000166557.14,6764.819242,1.234550232,0.17710715,1.09e-12,1.71e-11,TMED3,1.234550232,ENSG00000166557
ENSG00000030110.13,953.8873501,1.15089197,0.164814049,1.1e-12,1.71e-11,BAK1,1.15089197,ENSG00000030110
ENSG00000235978.6,101.2416543,3.017000006,0.446470993,1.11e-12,1.73e-11,AC018816.1,3.017000006,ENSG00000235978
ENSG00000163918.11,996.3478268,1.247579898,0.179640334,1.18e-12,1.84e-11,RFC4,1.247579898,ENSG00000163918
ENSG00000254337.2,9.166822602,3.330865702,0.494710457,1.19e-12,1.85e-11,AC083967.1,3.330865702,ENSG00000254337
ENSG00000168461.13,8889.555215,1.681891518,0.244998453,1.19e-12,1.85e-11,RAB31,1.681891518,ENSG00000168461
ENSG00000136982.6,480.6750452,1.596673383,0.232275865,1.19e-12,1.85e-11,DSCC1,1.596673383,ENSG00000136982
ENSG00000130204.13,2491.374577,1.073384648,0.153966497,1.23e-12,1.91e-11,TOMM40,1.073384648,ENSG00000130204
ENSG00000108639.8,10830.57316,1.006307174,0.143253509,1.26e-12,1.94e-11,SYNGR2,1.006307174,ENSG00000108639
ENSG00000214121.4,23.18047156,2.704073608,0.39974281,1.27e-12,1.96e-11,PRDX1P1,2.704073608,ENSG00000214121
ENSG00000223764.2,256.4317256,2.87534147,0.426519523,1.3e-12,2.01e-11,LINC02593,2.87534147,ENSG00000223764
ENSG00000241359.1,15.85561119,2.800632043,0.415081597,1.32e-12,2.03e-11,SYNPR-AS1,2.800632043,ENSG00000241359
ENSG00000225166.2,1.619285434,5.247700021,1.032596161,1.33e-12,2.04e-11,AC012462.1,5.247700021,ENSG00000225166
ENSG00000049768.16,220.0316732,2.070165018,0.3045275,1.33e-12,2.04e-11,FOXP3,2.070165018,ENSG00000049768
ENSG00000088305.18,373.4554699,1.556651082,0.226425489,1.33e-12,2.04e-11,DNMT3B,1.556651082,ENSG00000088305
ENSG00000108417.4,14.50059349,3.587340903,0.533739621,1.34e-12,2.07e-11,KRT37,3.587340903,ENSG00000108417
ENSG00000170498.9,11.93053446,3.127993781,0.465037233,1.35e-12,2.08e-11,KISS1,3.127993781,ENSG00000170498
ENSG00000109084.14,1535.160431,1.370121483,0.198681062,1.36e-12,2.1e-11,TMEM97,1.370121483,ENSG00000109084
ENSG00000101850.13,216.8888394,1.774460738,0.259634978,1.39e-12,2.14e-11,GPR143,1.774460738,ENSG00000101850
ENSG00000280721.1,24.0621746,2.050366498,0.302422949,1.45e-12,2.22e-11,LINC01943,2.050366498,ENSG00000280721
ENSG00000147536.12,256.4642021,1.665159481,0.243531661,1.5e-12,2.31e-11,GINS4,1.665159481,ENSG00000147536
ENSG00000165724.6,1010.754025,1.079132938,0.155806117,1.51e-12,2.32e-11,ZMYND19,1.079132938,ENSG00000165724
ENSG00000176890.16,250.3278372,1.607528751,0.235230526,1.63e-12,2.48e-11,TYMS,1.607528751,ENSG00000176890
ENSG00000197587.11,31.86406649,3.029560779,0.451091182,1.63e-12,2.49e-11,DMBX1,3.029560779,ENSG00000197587
ENSG00000174013.8,1772.159313,1.080495794,0.155288802,1.63e-12,2.49e-11,FBXO45,1.080495794,ENSG00000174013
ENSG00000111799.21,29925.31457,1.854397608,0.273783964,1.66e-12,2.53e-11,COL12A1,1.854397608,ENSG00000111799
ENSG00000117461.15,5653.6794,1.032919587,0.148617045,1.69e-12,2.58e-11,PIK3R3,1.032919587,ENSG00000117461
ENSG00000168350.8,2349.109129,2.327204711,0.345263801,1.74e-12,2.65e-11,DEGS2,2.327204711,ENSG00000168350
ENSG00000116329.11,87.90802157,2.729497537,0.407085896,1.75e-12,2.66e-11,OPRD1,2.729497537,ENSG00000116329
ENSG00000226087.2,47.77902714,3.344749266,0.503239601,1.83e-12,2.77e-11,AC073283.2,3.344749266,ENSG00000226087
ENSG00000164692.18,228700.8628,1.998603635,0.288460954,1.85e-12,2.8e-11,COL1A2,1.998603635,ENSG00000164692
ENSG00000173838.12,25.86829893,2.747128922,0.410227406,1.91e-12,2.89e-11,MARCHF10,2.747128922,ENSG00000173838
ENSG00000132026.14,15.76575881,4.801355871,0.723596575,1.93e-12,2.9099999999999998e-11,RTBDN,4.801355871,ENSG00000132026
ENSG00000189212.12,22.9493341,3.245319183,0.485634637,1.96e-12,2.95e-11,DPY19L2P1,3.245319183,ENSG00000189212
ENSG00000197238.5,9.779335335,2.745255936,0.408788189,1.99e-12,3.01e-11,H4C11,2.745255936,ENSG00000197238
ENSG00000196172.9,498.2391541,1.198646576,0.174219384,2.03e-12,3.05e-11,ZNF681,1.198646576,ENSG00000196172
ENSG00000196684.12,718.9084046,2.322138361,0.345175893,2.03e-12,3.06e-11,HSH2D,2.322138361,ENSG00000196684
ENSG00000167123.19,4128.58977,1.174589248,0.170128619,2.05e-12,3.08e-11,CERCAM,1.174589248,ENSG00000167123
ENSG00000188817.8,23.78689824,3.54308797,0.533232495,2.15e-12,3.22e-11,SNTN,3.54308797,ENSG00000188817
ENSG00000185130.5,7.42077988,3.029340437,0.452763325,2.16e-12,3.24e-11,H2BC13,3.029340437,ENSG00000185130
ENSG00000223485.4,35.12228947,1.791886358,0.265222214,2.28e-12,3.41e-11,LINC01615,1.791886358,ENSG00000223485
ENSG00000162078.11,4587.447219,2.568515878,0.384065526,2.32e-12,3.47e-11,ZG16B,2.568515878,ENSG00000162078
ENSG00000103254.10,459.1862356,1.574464826,0.232018715,2.34e-12,3.49e-11,ANTKMT,1.574464826,ENSG00000103254
ENSG00000215089.3,10.48153406,2.423725229,0.362270971,2.43e-12,3.61e-11,KRT18P11,2.423725229,ENSG00000215089
ENSG00000159217.10,17.61347662,2.979633795,0.448135255,2.43e-12,3.62e-11,IGF2BP1,2.979633795,ENSG00000159217
ENSG00000147676.14,9322.703373,1.671072668,0.247955957,2.46e-12,3.66e-11,MAL2,1.671072668,ENSG00000147676
ENSG00000126603.9,1490.375191,1.203284033,0.175722136,2.49e-12,3.69e-11,GLIS2,1.203284033,ENSG00000126603
ENSG00000014164.7,1566.622604,1.024334233,0.148663242,2.66e-12,3.94e-11,ZC3H3,1.024334233,ENSG00000014164
ENSG00000129038.16,2521.094498,1.629367537,0.241019208,2.71e-12,4.01e-11,LOXL1,1.629367537,ENSG00000129038
ENSG00000105289.15,2491.713928,1.973391036,0.294143361,2.91e-12,4.28e-11,TJP3,1.973391036,ENSG00000105289
ENSG00000185187.13,1931.11926,1.263779507,0.185271705,2.94e-12,4.33e-11,SIGIRR,1.263779507,ENSG00000185187
ENSG00000130477.15,49.82629291,2.322861655,0.349009473,3.06e-12,4.49e-11,UNC13A,2.322861655,ENSG00000130477
ENSG00000101825.8,19383.78648,1.400613244,0.204380188,3.06e-12,4.49e-11,MXRA5,1.400613244,ENSG00000101825
ENSG00000227440.1,9.324718435,2.25487713,0.338735026,3.09e-12,4.53e-11,ATP5MC1P4,2.25487713,ENSG00000227440
ENSG00000132196.15,593.7110086,1.055662958,0.153826934,3.14e-12,4.61e-11,HSD17B7,1.055662958,ENSG00000132196
ENSG00000179841.8,508.5183914,1.923979214,0.287054781,3.22e-12,4.71e-11,AKAP5,1.923979214,ENSG00000179841
ENSG00000196812.5,301.3165184,1.056498546,0.154375591,3.4e-12,4.96e-11,ZSCAN16,1.056498546,ENSG00000196812
ENSG00000175175.6,128.9969853,2.603927874,0.393433425,3.41e-12,4.97e-11,PPM1E,2.603927874,ENSG00000175175
ENSG00000069764.10,31.57317961,2.206423838,0.332176087,3.42e-12,4.99e-11,PLA2G10,2.206423838,ENSG00000069764
ENSG00000135248.15,10.80157681,2.91053043,0.441335097,3.51e-12,5.1e-11,FAM71F1,2.91053043,ENSG00000135248
ENSG00000103024.7,1858.766615,1.335265737,0.197473483,3.54e-12,5.15e-11,NME3,1.335265737,ENSG00000103024
ENSG00000184260.6,26.10730333,1.916773063,0.287382658,3.55e-12,5.16e-11,H2AC20,1.916773063,ENSG00000184260
ENSG00000126709.15,14288.47795,2.621755072,0.396589979,3.66e-12,5.31e-11,IFI6,2.621755072,ENSG00000126709
ENSG00000159625.15,13.22595732,3.206916328,0.489569911,3.74e-12,5.42e-11,DRC7,3.206916328,ENSG00000159625
ENSG00000272264.1,33.92707472,2.08758135,0.313732531,3.74e-12,5.42e-11,AC009686.2,2.08758135,ENSG00000272264
ENSG00000168275.16,804.7212446,1.111833603,0.163751051,3.75e-12,5.44e-11,COA6,1.111833603,ENSG00000168275
ENSG00000170075.9,50.33310266,3.255751589,0.342230363,3.77e-12,5.46e-11,GPR37L1,3.255751589,ENSG00000170075
ENSG00000268751.1,58.7881445,1.186379726,0.287357463,3.78e-12,5.47e-11,SCGB1B2P,1.186379726,ENSG00000268751
ENSG00000121904.17,128.0494751,1.919689835,0.288288933,3.8e-12,5.5e-11,CSMD2,1.919689835,ENSG00000121904
ENSG00000184635.16,529.3478759,1.168184457,0.171829629,3.88e-12,5.6e-11,ZNF93,1.168184457,ENSG00000184635
ENSG00000097046.13,415.9136184,1.289764809,0.191020623,3.9e-12,5.62e-11,CDC7,1.289764809,ENSG00000097046
ENSG00000133169.6,491.3663717,1.831836228,0.664303323,3.92e-12,5.65e-11,BEX1,1.831836228,ENSG00000133169
ENSG00000196562.14,10593.17604,1.185816138,0.175922041,4.06e-12,5.84e-11,SULF2,1.185816138,ENSG00000196562
ENSG00000254548.1,3.885653352,3.94727292,0.623301867,4.08e-12,5.86e-11,AC105219.1,3.94727292,ENSG00000254548
ENSG00000124635.9,120.8099955,2.093408366,0.315553686,4.08e-12,5.86e-11,H2BC11,2.093408366,ENSG00000124635
ENSG00000146955.11,177.1182668,1.768791806,0.264989574,4.07e-12,5.86e-11,RAB19,1.768791806,ENSG00000146955
ENSG00000017483.15,333.4602028,1.665866065,0.248926119,4.13e-12,5.92e-11,SLC38A5,1.665866065,ENSG00000017483
ENSG00000100558.9,313.407853,1.425882923,0.212149231,4.12e-12,5.92e-11,PLEK2,1.425882923,ENSG00000100558
ENSG00000276272.1,4.584698064,2.543239439,0.381804728,4.24e-12,6.08e-11,AC024884.2,2.543239439,ENSG00000276272
ENSG00000184992.13,1603.126738,1.032462606,0.150841329,4.4e-12,6.29e-11,BRI3BP,1.032462606,ENSG00000184992
ENSG00000158710.15,33471.64651,1.004527736,0.146347386,4.41e-12,6.29e-11,TAGLN2,1.004527736,ENSG00000158710
ENSG00000282988.2,43.74598851,3.359333276,0.513172567,4.46e-12,6.37e-11,AL031777.2,3.359333276,ENSG00000282988
ENSG00000181085.15,526.4223225,2.742050302,0.417616494,4.64e-12,6.6e-11,MAPK15,2.742050302,ENSG00000181085
ENSG00000090534.20,171.1607409,2.343811196,0.355948237,4.67e-12,6.65e-11,THPO,2.343811196,ENSG00000090534
ENSG00000161996.19,1554.217987,1.256410349,0.185929746,4.74e-12,6.74e-11,WDR90,1.256410349,ENSG00000161996
ENSG00000174945.13,155.7901865,2.582948555,0.393161278,4.78e-12,6.79e-11,AMZ1,2.582948555,ENSG00000174945
ENSG00000101146.13,2923.885905,1.38344868,0.205592149,4.85e-12,6.88e-11,RAE1,1.38344868,ENSG00000101146
ENSG00000140263.15,2386.481714,1.901097837,0.286312771,4.9e-12,6.94e-11,SORD,1.901097837,ENSG00000140263
ENSG00000165949.12,16657.83477,2.534722853,0.386317794,4.96e-12,7.02e-11,IFI27,2.534722853,ENSG00000165949
ENSG00000170558.10,374.7537209,2.434100339,0.370399847,5.03e-12,7.1e-11,CDH2,2.434100339,ENSG00000170558
ENSG00000128045.7,12.16903658,1.836037863,0.276125214,5.06e-12,7.14e-11,RASL11B,1.836037863,ENSG00000128045
ENSG00000214077.4,62.74649371,2.282166613,0.346501161,5.11e-12,7.2e-11,GNAQP1,2.282166613,ENSG00000214077
ENSG00000204624.8,54.58495731,2.453957111,0.373671137,5.31e-12,7.47e-11,DISP3,2.453957111,ENSG00000204624
ENSG00000139618.16,461.1867163,1.371003394,0.204393567,5.37e-12,7.55e-11,BRCA2,1.371003394,ENSG00000139618
ENSG00000116191.17,3749.916003,1.485913493,0.221993905,5.39e-12,7.57e-11,RALGPS2,1.485913493,ENSG00000116191
ENSG00000285043.2,118.3322913,1.393438661,0.208314125,5.51e-12,7.73e-11,AC093512.2,1.393438661,ENSG00000285043
ENSG00000244564.2,2.036912309,4.171554162,0.719120906,5.58e-12,7.82e-11,PRICKLE2-DT,4.171554162,ENSG00000244564
ENSG00000121753.12,1093.169231,1.765998028,0.266129408,5.58e-12,7.82e-11,ADGRB2,1.765998028,ENSG00000121753
ENSG00000088356.6,1319.306132,1.108904953,0.163906626,5.75e-12,8.05e-11,PDRG1,1.108904953,ENSG00000088356
ENSG00000143797.12,3995.397583,1.572661798,0.236411385,5.78e-12,8.08e-11,MBOAT2,1.572661798,ENSG00000143797
ENSG00000106268.15,640.3249219,1.079571546,0.160086698,5.77e-12,8.08e-11,NUDT1,1.079571546,ENSG00000106268
ENSG00000243449.6,104.1110393,1.715681527,0.259137861,5.93e-12,8.28e-11,C4orf48,1.715681527,ENSG00000243449
ENSG00000198251.7,31.47306172,5.244505388,0.815124396,5.97e-12,8.32e-11,CYP2A7P2,5.244505388,ENSG00000198251
ENSG00000149609.6,12.55450696,1.384321099,0.206711698,6.01e-12,8.38e-11,C20orf144,1.384321099,ENSG00000149609
ENSG00000181610.13,2770.905576,1.188253181,0.176886817,6.02e-12,8.38e-11,MRPS23,1.188253181,ENSG00000181610
ENSG00000204950.4,177.8214483,2.32686141,0.355253952,6.12e-12,8.52e-11,LRRC10B,2.32686141,ENSG00000204950
ENSG00000213013.4,14.83582998,2.300355436,0.349462467,6.17e-12,8.58e-11,RPS15AP36,2.300355436,ENSG00000213013
ENSG00000120075.5,344.7693222,2.999859738,0.461500561,6.47e-12,8.97e-11,HOXB5,2.999859738,ENSG00000120075
ENSG00000204580.13,19204.3876,1.135280351,0.168091851,6.51e-12,9.03e-11,DDR1,1.135280351,ENSG00000204580
ENSG00000164754.15,17521.55571,1.087207272,0.160770758,6.6e-12,9.14e-11,RAD21,1.087207272,ENSG00000164754
ENSG00000287566.1,34.3927537,2.654617771,0.407207017,6.66e-12,9.21e-11,AL732437.3,2.654617771,ENSG00000287566
ENSG00000237594.2,20.23063123,2.153860569,0.328160359,6.66e-12,9.21e-11,AP000251.1,2.153860569,ENSG00000237594
ENSG00000101199.13,4216.1447,1.247243082,0.185852394,6.68e-12,9.23e-11,ARFGAP1,1.247243082,ENSG00000101199
ENSG00000261713.6,6.1625727,5.112825637,0.832512052,7.21e-12,9.94e-11,SSTR5-AS1,5.112825637,ENSG00000261713
ENSG00000170298.15,20.63483611,3.503477165,0.541933825,7.68e-12,1.06e-10,LGALS9B,3.503477165,ENSG00000170298
ENSG00000273551.1,3.679721157,4.31170024,0.699380028,7.88e-12,1.08e-10,AC120498.8,4.31170024,ENSG00000273551
ENSG00000082458.12,3950.546825,1.192586168,0.177892161,7.86e-12,1.08e-10,DLG3,1.192586168,ENSG00000082458
ENSG00000100304.13,4331.638934,1.371167946,0.205976838,7.99e-12,1.1e-10,TTLL12,1.371167946,ENSG00000100304
ENSG00000117148.8,10.78761047,4.026489939,0.628985797,8.25e-12,1.13e-10,ACTL8,4.026489939,ENSG00000117148
ENSG00000152669.9,691.171956,3.123398905,0.483762244,8.32e-12,1.14e-10,CCNO,3.123398905,ENSG00000152669
ENSG00000138684.9,5.196143544,1.245795645,0.571548099,8.84e-12,1.21e-10,IL21,1.245795645,ENSG00000138684
ENSG00000279511.1,3.457014979,4.392866248,0.714785136,8.98e-12,1.22e-10,AL356274.2,4.392866248,ENSG00000279511
ENSG00000287747.1,7.504407861,3.919664228,0.63456706,8.92e-12,1.22e-10,AF233439.2,3.919664228,ENSG00000287747
ENSG00000153406.14,2490.769294,1.278411851,0.192159715,9.09e-12,1.24e-10,NMRAL1,1.278411851,ENSG00000153406
ENSG00000177181.15,335.8843534,1.969064255,0.301451152,9.15e-12,1.25e-10,RIMKLA,1.969064255,ENSG00000177181
ENSG00000176920.13,473.8452343,2.11576887,0.325002268,9.25e-12,1.26e-10,FUT2,2.11576887,ENSG00000176920
ENSG00000115687.14,808.9377965,1.204582041,0.180543627,9.34e-12,1.27e-10,PASK,1.204582041,ENSG00000115687
ENSG00000183734.4,179.0784864,2.51509147,0.388462991,9.46e-12,1.28e-10,ASCL2,2.51509147,ENSG00000183734
ENSG00000284610.1,10.12701078,1.979982545,0.303788406,9.67e-12,1.3100000000000001e-10,AC107918.4,1.979982545,ENSG00000284610
ENSG00000272183.1,22.35561404,1.573746736,0.239555431,9.76e-12,1.32e-10,AC005041.3,1.573746736,ENSG00000272183
ENSG00000188312.14,340.0097174,1.410318389,0.213570986,9.79e-12,1.33e-10,CENPP,1.410318389,ENSG00000188312
ENSG00000178401.16,917.4610889,2.242905028,0.346219703,1.01e-11,1.37e-10,DNAJC22,2.242905028,ENSG00000178401
ENSG00000149782.13,2395.843421,1.038064703,0.155602142,1.02e-11,1.38e-10,PLCB3,1.038064703,ENSG00000149782
ENSG00000106605.11,3610.216234,1.003857109,0.149148567,1.05e-11,1.42e-10,BLVRA,1.003857109,ENSG00000106605
ENSG00000158406.5,1330.24699,2.74049409,0.426067728,1.07e-11,1.45e-10,H4C8,2.74049409,ENSG00000158406
ENSG00000149257.16,12620.3546,1.070062869,0.159762942,1.09e-11,1.47e-10,SERPINH1,1.070062869,ENSG00000149257
ENSG00000136522.14,2036.118936,1.132852165,0.169836807,1.11e-11,1.5e-10,MRPL47,1.132852165,ENSG00000136522
ENSG00000108344.15,13415.84402,1.928117424,0.297258863,1.14e-11,1.54e-10,PSMD3,1.928117424,ENSG00000108344
ENSG00000235655.3,354.5835158,1.318824973,0.200276714,1.16e-11,1.56e-10,H3P6,1.318824973,ENSG00000235655
ENSG00000228613.1,58.8269794,2.039856666,0.314556604,1.17e-11,1.57e-10,AC141930.1,2.039856666,ENSG00000228613
ENSG00000130762.15,1046.857712,1.333224276,0.202018018,1.18e-11,1.58e-10,ARHGEF16,1.333224276,ENSG00000130762
ENSG00000230873.9,403.8508507,2.658713007,0.41357388,1.19e-11,1.6e-10,STMND1,2.658713007,ENSG00000230873
ENSG00000184678.10,3473.018969,1.922008971,0.295670984,1.22e-11,1.64e-10,H2BC21,1.922008971,ENSG00000184678
ENSG00000197774.13,650.6648378,1.780440259,0.273308505,1.23e-11,1.64e-10,EME2,1.780440259,ENSG00000197774
ENSG00000099769.6,87.72398239,2.343122996,0.363452334,1.24e-11,1.66e-10,IGFALS,2.343122996,ENSG00000099769
ENSG00000225131.2,45.25255691,1.569515215,0.239857536,1.24e-11,1.66e-10,PSME2P2,1.569515215,ENSG00000225131
ENSG00000174744.14,2259.505634,1.033372182,0.155708169,1.27e-11,1.7e-10,BRMS1,1.033372182,ENSG00000174744
ENSG00000105290.13,291.4424596,1.788889689,0.275245375,1.29e-11,1.72e-10,APLP1,1.788889689,ENSG00000105290
ENSG00000168502.17,711.7507601,1.70738342,0.262577895,1.32e-11,1.75e-10,MTCL1,1.70738342,ENSG00000168502
ENSG00000176101.12,2169.542777,1.110921209,0.167123384,1.32e-11,1.75e-10,SSNA1,1.110921209,ENSG00000176101
ENSG00000159055.4,700.2039887,1.063101215,0.159747919,1.34e-11,1.78e-10,MIS18A,1.063101215,ENSG00000159055
ENSG00000164105.4,542.7531534,1.185690568,0.179944901,1.35e-11,1.79e-10,SAP30,1.185690568,ENSG00000164105
ENSG00000106089.12,265.9744753,1.569930162,0.240890953,1.36e-11,1.81e-10,STX1A,1.569930162,ENSG00000106089
ENSG00000221955.11,895.4951084,1.37689256,0.209557951,1.36e-11,1.81e-10,SLC12A8,1.37689256,ENSG00000221955
ENSG00000215023.2,6.339336152,3.642780853,0.571729979,1.38e-11,1.83e-10,AC131097.1,3.642780853,ENSG00000215023
ENSG00000244265.2,50.35091999,2.198829035,0.340851845,1.38e-11,1.83e-10,SIAH2-AS1,2.198829035,ENSG00000244265
ENSG00000108932.12,2025.830781,2.778931971,0.434034617,1.41e-11,1.87e-10,SLC16A6,2.778931971,ENSG00000108932
